"rank","name","industry","revenue","three_years_growth_percent","workers","founded","yrs_on_list","state","metro","city","url"
"246","IES","Manufacturing",13.4,1.727,25,2014,"1","CO",NA,"Lasalle","iescombustors.com"
"247","ResiCap","Real Estate",467.4,1.724,900,2010,"2","GA","Atlanta","Atlanta","http://resicap.com"
"248","Transcend Security Solutions","Security",8.3,1.713,275,2014,"1","AZ","Phoenix","Phoenix","transcendsecurity.com"
"249","GlobalTex USA","Business Products & Services",2.3,1.71,10,2015,"1","FL","Miami","Miami","http://globaltexusa.com"
"250","Vespa Group","IT System Development",4.4,1.703,59,2014,"1","IN","Indianapolis","Indianapolis","vespa-group.com"
"251","Bridgewater Homes","Construction",46.2,1.7,18,2015,"2","CO",NA,"Loveland","bridgewaterhomes.com"
"252","Park Financial Group","Financial Services",7.4,1.699,35,2015,"1","MN","Minneapolis","Minneapolis","parkstatebank.com"
"253","Chronovo","Insurance",3.7,1.693,25,2014,"1","MA","Boston","Burlington","chronovo.com"
"254","Maverick Media Ventures","Consumer Products & Services",3.1,1.693,9,2014,"1","ID",NA,"Garden City","brightideas.co"
"255","Kortx","Advertising & Marketing",10.5,1.686,20,2014,"1","MI","Detroit","Royal Oak","http://kortx.io"
"256","Bawla Consulting","Human Resources",10.1,1.682,2,2014,"1","NY","New York City","Valley Stream","bawlainc.com"
"257","Pawstruck","Retail",8.8,1.677,15,2014,"2","CA","Los Angeles","Long Beach","pawstruck.com"
"258","Blue Raven Solar","Energy",58.8,1.673,250,2014,"1","UT","Provo-Orem","American Fork","blueravensolar.com"
"259","Woom Bikes USA","Consumer Products & Services",7.2,1.666,25,2014,"1","TX","Austin","Austin","http://us.woombikes.com"
"260","Mixt Solutions","Consumer Products & Services",3.7,1.662,5,2014,"1","OH","Columbus","Plain City","mixtsolutions.com"
"261","ThrivePass","Health",4.2,1.654,31,2015,"1","CO","Denver","Denver","thrivepass.com"
"262","Premier Health Solutions","Insurance",8.5,1.653,29,2012,"1","TX","Dallas","Frisco","premierhsllc.com"
"263","Impact Analytics","Business Products & Services",4.7,1.652,175,2014,"2","MD","Baltimore","Linthicum","http://impactanalytics.co"
"264","Hemper","Consumer Products & Services",4.5,1.651,18,2015,"1","NY","New York City","Hauppauge","hemper.co"
"265","Intermex","Travel & Hospitality",2.6,1.65,18,2015,"1","CA","Los Angeles","Hacienda Heights","intermextransportation.com"
"266","PatientBond","IT System Development",2.2,1.648,16,2011,"1","IL","Chicago","Elmhurst","patientbond.com"
"267","Ginn Group","Real Estate",71.6,1.636,49,2009,"1","WA",NA,"Vancouver","ginngrp.com"
"268","PANTHERX Rare","Health",726.1,1.635,164,2011,"4","PA","Pittsburgh","Pittsburgh","http://pantherspecialty.com"
"269","Factorial Digital","Advertising & Marketing",2.7,1.627,6,2015,"1","SC","Charleston","Mount Pleasant","factorialdigital.com"
"270","T-Rex Solutions","Government Services",259.4,1.622,231,1999,"4","MD","Washington","Greenbelt","trexsolutionsllc.com"
"271","Toops","Retail",7.7,1.621,12,2015,"1","IL","Chicago","Evanston","toopsllc.com"
"272","InfuseMedia","Advertising & Marketing",8.6,1.609,375,2012,"2","MA","Boston","Newton Center","http://infusemedia.com"
"273","Teachable","Software",14,1.606,81,2014,"1","NY","New York City","New York","teachable.com"
"274","Squadhelp.com","Business Products & Services",3,1.601,10,2011,"2","IL","Chicago","Hoffman Estates","squadhelp.com"
"275","Take2 Consulting","IT Management",18.4,1.6,106,2014,"1","VA","Washington","Vienna","take2it.com"
"276","Epion Health","Software",4.1,1.599,20,2011,"1","NJ","New York City","Hoboken","epionhealth.com"
"277","Gotcha Media Holdings","Logistics & Transportation",8.4,1.572,81,2009,"2","SC","Charleston","Charleston","ridegotcha.com"
"278","Kyzen Consulting Services","Government Services",5.5,1.57,22,1999,"4","MD","Washington","Gaithersburg","kyzencs.com"
"279","CheckedUp","Health",5.2,1.568,45,2012,"2","NY","New York City","New York","checkedup.com"
"280","Cultivate Advisors","Business Products & Services",3.4,1.558,32,2013,"1","IL","Chicago","Chicago","http://cultivateadvisors.com"
"281","Advisors Education","Education",2.3,1.554,9,2011,"1","FL","Jacksonville","Jacksonville","http://advisorseducation.com"
"282","Recleim","Environmental Services",40.9,1.554,323,2012,"3","GA","Atlanta","Atlanta","recleim.com"
"283","Maddox Industrial Transformer","Manufacturing",13.7,1.553,23,2015,"1","SC",NA,"Simpsonville","http://maddoxtransformer.com"
"284","Mako Medical Laboratories","Health",93.9,1.549,502,2014,"1","NC","Raleigh","Raleigh","makomedical.com"
"285","Alert Media","Software",4.9,1.549,73,2013,"1","TX","Austin","Austin","alertmedia.com"
"286","Southern Veterinary Partners","Health",113.5,1.545,1500,2014,"2","AL","Birmingham","Birmingham","svp.vet"
"287","Flexicrew Technical Services","Human Resources",2.7,1.541,11,2015,"1","LA",NA,"Metairie","flexicrewtech.com"
"288","Texas Beauty Labs","Manufacturing",9.1,1.539,88,2007,"2","TX","Austin","Austin","texasbeautylabs.com"
"289","Scientist.com","Health",97.4,1.522,60,2007,"3","CA","San Diego","Solana Beach","scientist.com"
"290","Hennessey Consulting","Advertising & Marketing",2.6,1.522,15,2015,"1","CA","Los Angeles","Valencia","jasonhennessey.com"
"291","Meleeo","Business Products & Services",6.1,1.519,60,2015,"1","FL","Tampa","Odessa","meleeo.com"
"292","SNA International","Government Services",9.8,1.518,175,2002,"1","VA","Washington","Alexandria","sna-intl.com"
"293","Staymobile","Retail",20.8,1.516,90,2014,"1","GA","Atlanta","Marietta","staymobile.com"
"294","Amani Enterprises","Retail",3.6,1.516,63,2015,"1","FL","Miami","Miami","tissini.com"
"295","Privateer IT","IT Management",2.2,1.515,22,2014,"1","FL",NA,"Melbourne","privateerit.com"
"296","Discuss.io","Software",6.3,1.509,44,2012,"2","WA","Seattle","Seattle","http://discuss.io"
"297","Dollar Fulfillment","Logistics & Transportation",9.1,1.508,15,2008,"3","ID",NA,"Hayden","dollarfulfillment.com"
"298","Domino Data Lab","Software",11.8,1.506,102,2013,"1","CA","San Francisco","San Francisco","dominodatalab.com"
"299","LYFE Marketing","Advertising & Marketing",3.2,1.501,35,2011,"1","GA","Atlanta","Atlanta","http://lyfemarketing.com"
"300","Alivi","Health",14.1,1.496,100,2012,"1","FL","Miami","Doral","http://alivi.com"
"301","EETech Media","Media",6.6,1.493,20,2015,"1","ID",NA,"Boise","eetech.com"
"302","Gravis Law","Consumer Products & Services",2.7,1.488,46,2014,"1","WA",NA,"Richland","gravislaw.com"
"303","Cousins Logistics","Logistics & Transportation",47.1,1.487,55,2014,"1","FL","Miami","Boca Raton","cousinslogistics.com"
"304","Position2","Advertising & Marketing",65.2,1.482,203,2005,"2","CA","San Jose","Santa Clara","position2.com"
"305","BentoBox CMS","Software",4.4,1.48,80,2013,"1","NY","New York City","New York","getbento.com"
"306","Symbol Health Solutions","Health",76.9,1.472,60,2012,"1","AL",NA,"Mobile","symbolhealth.com"
"307","Crisp Video Group","Advertising & Marketing",16.1,1.47,36,2012,"3","GA","Atlanta","Atlanta","crispvideo.com"
"308","Sand Cloud","Retail",6.8,1.469,19,2014,"1","CA","San Diego","San Diego","http://sandcloud.com"
"309","Wrapify","Advertising & Marketing",2.9,1.468,18,2015,"1","CA","San Diego","Solana Bech","wrapify.com"
"310","Iuvo Logistics","Logistics & Transportation",3.4,1.467,23,2012,"1","OH",NA,"Dayton","iuvologistics.com"
"311","Group 10 Capital","Real Estate",5.8,1.464,6,2014,"1","FL","Miami","Miami Beach","10llc.com"
"312","Basemakers","Business Products & Services",3.2,1.461,55,2015,"1","CA","Los Angeles","Venice","basemakers.com"
"313","Tossware","Consumer Products & Services",5.3,1.458,15,2014,"1","CA","Inland Empire","Fontana","http://tossware.com"
"314","360ia","Software",2,1.455,41,2015,"1","LA",NA,"Lafayette","360ia.com"
"315","NextGen Leads","Advertising & Marketing",35.7,1.454,70,2014,"1","CA","San Diego","San Diego","nextgenleads.com"
"316","ColtonCooper","Logistics & Transportation",9.9,1.449,11,2015,"1","CO","Denver","Denver","digbytrans.com"
"317","HANDLE","Health",2.3,1.448,20,2015,"1","KY","Louisville/Jefferson County","Prospect","http://handleglobal.com"
"318","BestSelf Ventures","Consumer Products & Services",5.8,1.445,10,2015,"1","TX","Austin","Austin","bestself.co"
"319","TazKai","Education",2.8,1.444,15,2014,"1","TX","Dallas","Allen","nrsng.com"
"320","Cumulus Networks","Software",25.1,1.438,179,2010,"1","CA","San Jose","Mountain View","cumulusnetworks.com"
"321","OppLoans","Financial Services",134.2,1.435,308,2012,"4","IL","Chicago","Chicago","opploans.com"
"322","Common Thread Collective","Advertising & Marketing",5,1.434,47,2014,"2","CA","Los Angeles","Newport Beach","commonthreadco.com"
"323","Cloudbeds","Software",8.2,1.426,203,2012,"2","CA","San Diego","San Diego","cloudbeds.com"
"324","Vested Metals International","Manufacturing",2.6,1.424,6,2014,"1","FL","Jacksonville","Saint Augustine","vestedmetals.net"
"325","Platt Cheema Richmond","Real Estate",2.3,1.423,14,2015,"1","TX","Dallas","Dallas","http://pcrfirm.com"
"326","Revelry","Retail",3.8,1.423,10,2009,"1","TX","Austin","Austin","shoprevelry.com"
"327","QOS Networks","IT Management",6.8,1.418,24,2012,"1","CA","Los Angeles","Irvine","qosnet.com"
"328","Koddi","Software",27.3,1.409,101,2013,"2","TX","Dallas","Fort Worth","koddi.com"
"329","Change Media Group","Advertising & Marketing",9.7,1.408,18,2012,"1","MI",NA,"Lansing","changemediagroup.com"
"330","BLDG-25","Software",2.9,1.408,25,2015,"1","NC","Raleigh","Raleigh","bldg-25.com"
"331","Dropoff","Logistics & Transportation",16.2,1.406,84,2014,"1","TX","Austin","Austin","dropoff.com"
"332","Modavate","Advertising & Marketing",2,1.405,12,2007,"1","GA","Atlanta","Buford","modavate.com"
"333","Arcus Financial Intelligence","Financial Services",3.4,1.404,54,2013,"1","NY","New York City","New York","arcusfi.com"
"334","Digital Resource","Advertising & Marketing",4,1.4,38,2014,"2","FL","Miami","West Palm Beach","yourdigitalresource.com"
"335","Girikon","IT Management",2.8,1.398,140,2015,"1","AZ","Phoenix","Phoenix","girikon.com"
"336","Liberty Rent Guarantee","Real Estate",2.2,1.386,12,2014,"1","AL",NA,"Fairhope","libertyrent.com"
"337","Inflowlogistics","Government Services",3.7,1.385,41,2014,"1","TX","San Antonio","San Antonio","inflow-ns.com"
"338","Pymetrics","Software",5.7,1.38,80,2013,"1","NY","New York City","New York","pymetrics.com"
"339","Madewell Construction","Construction",6,1.373,9,2014,"1","TX",NA,"Lubbock","madewell-construction.com"
"340","Power Target","Energy",2,1.359,5,2011,"1","MD","Baltimore","Millersville","electricityrates.com"
"341","Bidwise","Advertising & Marketing",2.2,1.354,7,2015,"1","PR",NA,"San Juan","http://bidwise.com"
"342","Wavicle Data Solutions","IT System Development",12.4,1.347,171,2013,"1","IL","Chicago","Chicago","wavicledata.com"
"343","Red Seat Ventures","Media",4.3,1.344,25,2015,"1","NY","New York City","New York","redseatventures.com"
"344","reCommerce","Advertising & Marketing",33.8,1.333,60,2013,"2","FL","Miami","Deerfield Beach","recommercebrands.com"
"345","Design Pickle","Business Products & Services",7.2,1.329,230,2015,"1","AZ","Phoenix","Scottsdale","designpickle.com"
"346","Hyperice","Consumer Products & Services",64.3,1.328,21,2010,"4","CA","Los Angeles","Irvine","http://hyperice.com"
"347","Synfiny Advisors","Business Products & Services",2.7,1.326,2,2014,"1","OH","Cincinnati","Cincinnati","synfiny.com"
"348","MNS1 Express","Logistics & Transportation",29.1,1.323,15,2011,"1","IL","Chicago","Bolingbrook","mns1express.com"
"349","TomboyX","Consumer Products & Services",10.4,1.317,18,2013,"2","WA","Seattle","Seattle","tomboyx.com"
"350","ShopPad","Software",2.3,1.314,19,2012,"1","CA","San Francisco","Oakland","theshoppad.com"
"351","Carta","Financial Services",35.3,1.302,400,2012,"2","CA","San Francisco","San Francisco","http://carta.com"
"352","SnackNation","Food & Beverage",24.2,1.293,166,2014,"2","CA","Los Angeles","Culver City","http://snacknation.com"
"353","Staffing as a Mission","Business Products & Services",5.7,1.291,15,2014,"1","TN","Nashville","Brentwood","staffingmission.com"
"354","Azure Knowledge","Business Products & Services",19.7,1.288,185,2010,"2","NJ","New York City","Piscataway","azureknowledge.com"
"355","Element78 Partners","Financial Services",2.9,1.283,16,2015,"1","IL","Chicago","Oak Brook","e78advisors.com"
"356","inVibe Labs","Business Products & Services",2.3,1.282,8,2013,"1","CA","Los Angeles","Costa Mesa","invibe.co"
"357","SimpleNexus","Software",8,1.279,100,2014,"2","UT","Provo-Orem","Lehi","http://simplenexus.com"
"358","The Language Group","Business Products & Services",8.1,1.279,27,1999,"3","VA","Virginia Beach","Virginia Beach","thelanguagegroup.com"
"359","Green Bits","Software",5.9,1.276,80,2014,"1","CA","San Jose","San Jose","greenbits.com"
"360","M2M In Motion","Software",2.1,1.271,17,2013,"1","IL","Chicago","Lombard","m2minmotion.com"
"361","AdFicient","Advertising & Marketing",5.9,1.265,3,2009,"1","MO","St. Louis","Saint Louis","adficient.com"
"362","Raddish Kids","Consumer Products & Services",8.8,1.255,17,2014,"1","CA","Los Angeles","Redondo Beach","raddishkids.com"
"363","Titan Mechanical","Construction",16,1.255,32,2014,"1","VA","Washington","Manassas","titanmech.net"
"364","NanaMacs Clothing","Retail",12,1.253,29,2012,"3","ID",NA,"Post Falls","nanamacs.com"
"365","Perimeter Security Partners","Security",15.3,1.248,22,2014,"1","TN","Nashville","Brentwood","perimetersecuritypartners.com"
"366","LYNC Logistics","Logistics & Transportation",28,1.248,36,2014,"1","TN",NA,"Chattanooga","lynclogistics.com"
"367","Cox Residential","Construction",2.6,1.241,11,2013,"1","IN","Indianapolis","Carmel","coxres.com"
"368","Stealth-ISS Group","IT Management",2.6,1.241,19,2002,"2","VA","Washington","Arlington","stealth-iss.com"
"369","Seeq Corporation","Software",3.1,1.24,85,2013,"1","WA","Seattle","Seattle","seeq.com"
"370","M7 Services","IT Management",4.7,1.238,30,2014,"1","TX","Houston","Houston","m7services.com"
"371","Healthy Human","Retail",2.7,1.232,6,2015,"1","SC","Charleston","Mt Pleasant","healthyhumanlife.com"
"372","Professional Hair Labs","Health",6.4,1.231,10,1994,"1","FL","Tampa","Zephyrhills","prohairlabs.com"
"373","Strategic Alliance Business Group","Government Services",21.7,1.229,134,2005,"2","VA","Washington","Arlington","sabg.com"
"374","Synup","IT Management",3.4,1.227,121,2014,"1","NY","New York City","New York","http://synup.com"
"375","First Stop Health","Health",4,1.226,24,2011,"2","IL","Chicago","Chicago","fshealth.com"
"376","BoxyCharm","Consumer Products & Services",137.2,1.226,90,2013,"2","FL","Miami","Pembroke Pines","boxycharm.com"
"377","WearMe Pro","Retail",3.8,1.221,6,2014,"1","AZ","Phoenix","Tempe","wearmepro.com"
"378","Vidoori","IT Management",31.4,1.22,131,2008,"1","MD","Washington","Silver Spring","vidoori.com"
"379","Stackify","Software",2,1.216,45,2012,"1","KS","Kansas City","Leawood","stackify.com"
"380","XY - The Persistent Company","Software",21.6,1.21,75,2012,"1","CA","San Diego","San Diego","xy.company"
"381","Dental Intelligence","Health",7,1.204,84,2015,"1","UT","Provo-Orem","Pleasant Grove","http://dentalintel.com"
"382","PowerInbox","Software",30.8,1.203,41,2011,"2","NY","New York City","New York","powerinbox.com"
"383","SimpleTire","Retail",255.9,1.201,56,2012,"2","PA","Philadelphia","Trevose","simpletire.com"
"384","Creative State Marketing","Advertising & Marketing",6.2,1.198,21,2014,"1","FL","Miami","Miami","creativestatex.com"
"385","UrbanStems","Consumer Products & Services",12.8,1.192,90,2014,"1","DC","Washington","Washington","urbanstems.com"
"386","GCubed Enterprises","IT Management",5.1,1.192,47,2014,"1","VA","Washington","Stafford","gcubedinc.com"
"387","VideoAmp","Advertising & Marketing",19.5,1.191,122,2014,"1","CA","Los Angeles","Los Angeles","http://videoamp.com"
"388","SweetScience Marketing","Advertising & Marketing",2.5,1.187,12,2014,"1","PA","Philadelphia","King Of Prussia","gosweetscience.com"
"389","Rented.com","Travel & Hospitality",4.8,1.184,28,2013,"1","GA","Atlanta","Atlanta","rented.com"
"390","Lakarya","IT System Development",2.9,1.18,11,2013,"1","VA","Washington","Sterling","lakarya.com"
"391","Cosset","Retail",4.6,1.169,70,2014,"1","UT","Salt Lake City","South Salt Lake","cossetbathandbody.com"
"392","Tomahawk Strategic Solutions","Security",2.8,1.168,12,2014,"1","TN","Nashville","Nashville","tomahawkstrategicsolutions.com"
"393","Della Infotech","IT Management",4.7,1.166,115,2012,"2","NJ",NA,"Hamilton","dellainfotech.com"
"394","Realvolve","Software",2,1.164,24,2014,"1","CO","Denver","Greenwood Village","realvolve.com"
"395","Edvenswa Tech","Software",2.9,1.157,52,2012,"1","CA","San Jose","San Jose","edvenswa.com"
"396","UpNest","Real Estate",10.1,1.152,30,2013,"2","CA","San Francisco","Burlingame","upnest.com"
"397","Double Wood","Health",6.9,1.147,3,2013,"1","PA","Philadelphia","Philadelphia","doublewoodsupplements.com"
"398","Van Law Firm","Consumer Products & Services",3,1.147,25,2012,"1","NV","Las Vegas","Las Vegas","vanlawfirm.com"
